vehicle_count,pedestrian_count,total_objects,object_density,avg_bbox_area,max_bbox_area,image_id,cluster,risk_label
2,0,2,2.170138888888889e-06,5412.0,5520,5a07c389-47fbbdb0.jpg,0,Low
14,1,15,1.6276041666666666e-05,6187.133333333333,34650,8687d021-9cacd9fa.jpg,1,High
10,0,10,1.0850694444444443e-05,14369.2,65184,2a7e1ff7-4fcec687.jpg,1,High
3,0,3,3.255208333333333e-06,26411.33333333333,63232,78abb58f-7b831ee7.jpg,0,Low
1,0,1,1.0850694444444444e-06,14317.0,14317,453569ca-986bc168.jpg,0,Low
2,0,2,2.170138888888889e-06,92888.0,180700,31a9e4c6-e5e59a34.jpg,2,Medium
20,0,20,2.170138888888889e-05,3242.4,17802,58ffd862-f6f55b93.jpg,1,High
7,3,10,1.0850694444444443e-05,1844.8,3500,9a28c972-5560b3f8.jpg,1,High
1,0,1,1.0850694444444444e-06,2108.0,2108,3cc4cb86-35a01be6.jpg,0,Low
12,1,13,1.4105902777777775e-05,11632.923076923076,80012,64505e49-073f6c3d.jpg,1,High
0,0,0,0.0,0.0,0,618c9da7-0802be8e.jpg,0,Low
6,0,6,6.510416666666667e-06,18336.0,52377,8c33e1ed-714ee150.jpg,0,Low
7,0,7,7.595486111111111e-06,8380.57142857143,23086,0eaf21b9-fb32da81.jpg,0,Low
8,0,8,8.680555555555556e-06,1808.25,4070,847215ac-8bd85e5b.jpg,0,Low
5,2,7,7.595486111111111e-06,71589.42857142857,264888,23bc03fe-d61ba58c.jpg,2,Medium
15,0,15,1.6276041666666666e-05,3714.6,11573,16b3b870-5c6bb095.jpg,1,High
0,3,3,3.255208333333333e-06,3888.0,4982,7af082b9-d4e7324f.jpg,0,Low
12,0,12,1.3020833333333334e-05,35405.75,130540,1ac17070-5f4be158.jpg,1,High
4,0,4,4.340277777777778e-06,6389.25,18921,3b0a54ab-8adf22d8.jpg,0,Low
1,0,1,1.0850694444444444e-06,51507.0,51507,94796170-1a29ba0d.jpg,0,Low
13,0,13,1.4105902777777775e-05,4076.923076923077,24073,33fbca34-1f18826d.jpg,1,High
5,0,5,5.4253472222222224e-06,22420.0,47700,9948a6d2-d0a0da26.jpg,0,Low
7,0,7,7.595486111111111e-06,11574.0,34093,ae08e429-ba1952e7.jpg,0,Low
5,0,5,5.4253472222222224e-06,19109.8,26080,0391b282-fbb1dba1.jpg,0,Low
9,2,11,1.193576388888889e-05,3644.5454545454554,19050,9beaa1b2-27129391.jpg,1,High
17,0,17,1.844618055555556e-05,10295.411764705885,113652,2f0cde9a-26e8e371.jpg,1,High
3,0,3,3.255208333333333e-06,6359.0,13490,9575d501-d4210fd4.jpg,0,Low
2,0,2,2.170138888888889e-06,104016.0,131008,aa49c593-3c1b1030.jpg,2,Medium
1,0,1,1.0850694444444444e-06,2112.0,2112,a7163c29-d352ee9e.jpg,0,Low
2,4,6,6.510416666666667e-06,5963.666666666667,9945,7866118f-b29e7bee.jpg,0,Low
13,0,13,1.4105902777777775e-05,7031.384615384615,37466,68c39c01-91bd924b.jpg,1,High
5,0,5,5.4253472222222224e-06,4005.4,5589,05d30a18-19032166.jpg,0,Low
2,0,2,2.170138888888889e-06,3027.0,4884,a7c53f0c-1da2c723.jpg,0,Low
1,0,1,1.0850694444444444e-06,12635.0,12635,579d1469-100a609d.jpg,0,Low
8,2,10,1.0850694444444443e-05,22782.0,77588,34033bcb-9b853e08.jpg,1,High
11,0,11,1.193576388888889e-05,16433.909090909092,46428,63d0e465-89f53d22.jpg,1,High
3,1,4,4.340277777777778e-06,20936.0,65876,26f4afd7-1a274a26.jpg,0,Low
0,0,0,0.0,0.0,0,19590021-87bdfd77.jpg,0,Low
4,0,4,4.340277777777778e-06,20838.75,58464,ac43792e-6615bb20.jpg,0,Low
3,0,3,3.255208333333333e-06,3010.6666666666665,6812,21c7e893-97533313.jpg,0,Low
3,0,3,3.255208333333333e-06,33305.666666666664,67344,837109af-a3ff2911.jpg,0,Low
4,0,4,4.340277777777778e-06,2178.5,3285,ad0a9b41-c2264041.jpg,0,Low
6,0,6,6.510416666666667e-06,14237.5,48024,0d6d72d5-519c23ab.jpg,0,Low
9,0,9,9.765625e-06,10969.666666666666,37555,15e82576-91a97730.jpg,1,High
6,1,7,7.595486111111111e-06,10497.142857142857,27122,6abc0f2b-17a60a3c.jpg,0,Low
9,1,10,1.0850694444444443e-05,14005.2,106778,09cf2788-3645c2cc.jpg,1,High
4,0,4,4.340277777777778e-06,31278.5,54990,02d478d1-5ffc4cb0.jpg,0,Low
4,0,4,4.340277777777778e-06,3396.0,6192,9bc0e5c8-5130a218.jpg,0,Low
5,0,5,5.4253472222222224e-06,98145.2,279501,8f3bb3ab-c54ab4fd.jpg,2,Medium
0,0,0,0.0,0.0,0,230769a6-d673baaf.jpg,0,Low
3,0,3,3.255208333333333e-06,41262.333333333336,60640,81657568-97b1b877.jpg,0,Low
4,0,4,4.340277777777778e-06,116536.75,345330,0b630871-f0d16c26.jpg,2,Medium
6,0,6,6.510416666666667e-06,61661.833333333336,113500,42c1fbc0-0d445c50.jpg,2,Medium
14,0,14,1.5190972222222222e-05,20972.42857142857,214790,95ebd7d6-48384cfd.jpg,1,High
11,1,12,1.3020833333333334e-05,5981.166666666667,19548,8a419ced-fdf1fef1.jpg,1,High
6,0,6,6.510416666666667e-06,30171.166666666668,137484,29e436e5-7752dbb1.jpg,0,Low
10,3,13,1.4105902777777775e-05,37221.46153846154,160181,4c4dca8a-12583d8c.jpg,1,High
1,0,1,1.0850694444444444e-06,8255.0,8255,7b505d2a-805eb18a.jpg,0,Low
5,0,5,5.4253472222222224e-06,1567.6,3280,54f9e307-a126e6e6.jpg,0,Low
4,3,7,7.595486111111111e-06,6257.714285714285,29097,2eeb3187-9e1f5df1.jpg,0,Low
10,0,10,1.0850694444444443e-05,20410.1,39325,897e7fa7-ac2d392c.jpg,1,High
0,0,0,0.0,0.0,0,a01eda14-48d0c004.jpg,0,Low
7,0,7,7.595486111111111e-06,56416.0,174660,38f7c4e6-2bae38c6.jpg,2,Medium
7,0,7,7.595486111111111e-06,83942.85714285714,203096,2915f6bd-a7981a88.jpg,2,Medium
1,0,1,1.0850694444444444e-06,102600.0,102600,9e07c94f-35c2bc1b.jpg,2,Medium
6,0,6,6.510416666666667e-06,63140.16666666666,222650,1f59dc01-2725ca00.jpg,2,Medium
7,0,7,7.595486111111111e-06,25059.14285714286,140286,34370e14-1b8c2ff4.jpg,0,Low
10,0,10,1.0850694444444443e-05,9042.1,61000,579e48f8-74bc1096.jpg,1,High
7,0,7,7.595486111111111e-06,20783.0,107580,acef13ec-8fc25e7e.jpg,0,Low
3,0,3,3.255208333333333e-06,5595.333333333333,11009,412459ae-c653b4c4.jpg,0,Low
2,0,2,2.170138888888889e-06,3358.0,3430,ae5c8bf2-e76fb1e5.jpg,0,Low
1,0,1,1.0850694444444444e-06,4482.0,4482,35e30a96-e57235aa.jpg,0,Low
0,0,0,0.0,0.0,0,93a17dad-f2d37d49.jpg,0,Low
20,0,20,2.170138888888889e-05,10272.8,61070,822c0f63-5db29d7c.jpg,1,High
17,0,17,1.844618055555556e-05,3529.764705882353,17821,67292615-71b54f0b.jpg,1,High
5,0,5,5.4253472222222224e-06,6559.4,13407,8bef5154-ebb0007c.jpg,0,Low
7,0,7,7.595486111111111e-06,12505.714285714286,62208,9f7d0810-13f4cf99.jpg,0,Low
6,0,6,6.510416666666667e-06,15507.333333333334,32512,7b0a5d1e-9b8867fb.jpg,0,Low
13,0,13,1.4105902777777775e-05,23735.0,89088,51fab725-fa340c34.jpg,1,High
3,1,4,4.340277777777778e-06,8767.25,20383,08ec5fe9-16c339b7.jpg,0,Low
9,3,12,1.3020833333333334e-05,6037.5,23751,95d36366-b9fdae60.jpg,1,High
3,0,3,3.255208333333333e-06,5599.333333333333,8190,4ac0ec5e-e7aaf875.jpg,0,Low
6,0,6,6.510416666666667e-06,8490.5,25806,544c166d-292d75f3.jpg,0,Low
8,15,23,2.4956597222222224e-05,26929.695652173912,131936,a4adaa33-fa1c0e79.jpg,1,High
7,0,7,7.595486111111111e-06,42925.42857142857,183960,ab32ee28-b56f0011.jpg,2,Medium
11,0,11,1.193576388888889e-05,12803.272727272728,91152,6995195f-9f4dd965.jpg,1,High
0,0,0,0.0,0.0,0,5138ac73-afe03b93.jpg,0,Low
3,0,3,3.255208333333333e-06,6052.333333333333,14541,24f7dec0-972f8e2d.jpg,0,Low
1,0,1,1.0850694444444444e-06,2698.0,2698,5ad56a21-07a6f1e0.jpg,0,Low
6,0,6,6.510416666666667e-06,16971.166666666668,38458,65061276-4af10452.jpg,0,Low
7,8,15,1.6276041666666666e-05,9887.466666666667,77163,a5cb00c3-5ef8e9c4.jpg,1,High
10,0,10,1.0850694444444443e-05,4837.4,30226,917675a2-7f90c8df.jpg,1,High
5,0,5,5.4253472222222224e-06,6511.6,17202,4fa06b93-1f783439.jpg,0,Low
2,1,3,3.255208333333333e-06,6657.0,9682,1ada0a2f-a5f3d2a6.jpg,0,Low
13,0,13,1.4105902777777775e-05,21257.846153846152,124122,a6e95685-c546c213.jpg,1,High
6,0,6,6.510416666666667e-06,4116.666666666667,12740,08100da5-2a5e810c.jpg,0,Low
8,0,8,8.680555555555556e-06,49905.75,361391,5e29463e-1d50e58e.jpg,2,Medium
6,0,6,6.510416666666667e-06,10940.333333333334,44196,1fc2953b-8afa26d3.jpg,0,Low
3,0,3,3.255208333333333e-06,3533.333333333333,6771,2857a806-65564a6a.jpg,0,Low
11,0,11,1.193576388888889e-05,14630.545454545454,76320,4f3f9efb-6e508b89.jpg,1,High
1,0,1,1.0850694444444444e-06,28200.0,28200,a32543af-7017ebfc.jpg,0,Low
0,0,0,0.0,0.0,0,4c657544-6400f372.jpg,0,Low
3,0,3,3.255208333333333e-06,5136.666666666667,10730,52f3368b-18c12f30.jpg,0,Low
5,5,10,1.0850694444444443e-05,6399.4,15225,92344fba-2059eebb.jpg,1,High
1,0,1,1.0850694444444444e-06,2090.0,2090,29b1cb44-d43ad1d2.jpg,0,Low
21,2,23,2.4956597222222224e-05,9259.304347826086,64660,5df66720-6940a7c6.jpg,1,High
10,1,11,1.193576388888889e-05,13561.90909090909,68257,48c914d7-1491e76a.jpg,1,High
6,0,6,6.510416666666667e-06,15806.166666666666,62322,3cfa8365-eea26ea5.jpg,0,Low
11,0,11,1.193576388888889e-05,9623.818181818182,37696,4b6b3ce4-a3249ec9.jpg,1,High
10,0,10,1.0850694444444443e-05,9833.3,29962,aadd2a9c-9478b53b.jpg,1,High
7,0,7,7.595486111111111e-06,13363.42857142857,80892,623fc27f-f00e9b3b.jpg,0,Low
8,0,8,8.680555555555556e-06,64439.0,267570,1173c9ff-b15ec0d1.jpg,2,Medium
8,1,9,9.765625e-06,5242.777777777777,29436,97592598-a67ab04a.jpg,1,High
11,0,11,1.193576388888889e-05,31505.0,102982,2317a54f-676f942d.jpg,1,High
4,0,4,4.340277777777778e-06,39986.5,108450,5b612190-2d291b23.jpg,0,Low
11,2,13,1.4105902777777775e-05,16533.153846153848,88695,43895249-043e7d13.jpg,1,High
7,0,7,7.595486111111111e-06,6505.714285714285,40050,0b498ab4-61a88e2e.jpg,0,Low
5,7,12,1.3020833333333334e-05,48444.16666666666,267280,a284eb0e-92126a2a.jpg,2,Medium
8,3,11,1.193576388888889e-05,15475.272727272728,59760,797a1efe-d27d8816.jpg,1,High
12,0,12,1.3020833333333334e-05,27140.25,233624,266a937c-7e0decff.jpg,1,High
0,0,0,0.0,0.0,0,07c58bb0-9acc3994.jpg,0,Low
1,0,1,1.0850694444444444e-06,3021.0,3021,a6a21e82-1e4f79e6.jpg,0,Low
4,0,4,4.340277777777778e-06,1655.0,4071,38e561dd-8ea8ae2d.jpg,0,Low
3,0,3,3.255208333333333e-06,7768.666666666667,11466,8e864871-9bd5882a.jpg,0,Low
5,0,5,5.4253472222222224e-06,11821.6,36946,85d98b40-88c6b459.jpg,0,Low
8,0,8,8.680555555555556e-06,60602.125,179960,316fc6f3-12a3ff05.jpg,2,Medium
0,1,1,1.0850694444444444e-06,578.0,578,56dd6e00-eb6907b9.jpg,0,Low
6,0,6,6.510416666666667e-06,30125.5,91632,445e6eae-33061f57.jpg,0,Low
3,0,3,3.255208333333333e-06,67044.66666666667,193358,4da24b7c-16a4e765.jpg,2,Medium
12,0,12,1.3020833333333334e-05,5505.416666666667,31232,3c716b87-98a75972.jpg,1,High
7,0,7,7.595486111111111e-06,25262.571428571428,144326,5a0b06c4-e8f7815d.jpg,0,Low
2,0,2,2.170138888888889e-06,21466.0,28994,5ed1916a-d395a4b6.jpg,0,Low
6,0,6,6.510416666666667e-06,7659.333333333333,14872,5d3445fa-3818c8ee.jpg,0,Low
3,0,3,3.255208333333333e-06,5026.666666666667,12573,a76b6ec7-6bc4d061.jpg,0,Low
8,2,10,1.0850694444444443e-05,29163.8,116352,621fb031-a2d82efd.jpg,1,High
5,0,5,5.4253472222222224e-06,21095.2,46655,2b116403-0df1b7bd.jpg,0,Low
14,0,14,1.5190972222222222e-05,27804.714285714286,350796,8f26a311-e4430e34.jpg,2,Medium
6,0,6,6.510416666666667e-06,8908.166666666666,43292,870b60f7-cc7f4b8c.jpg,0,Low
1,0,1,1.0850694444444444e-06,7797.0,7797,6fce3cb3-4b501bb9.jpg,0,Low
2,0,2,2.170138888888889e-06,4497.5,6251,595778b0-9053aab2.jpg,0,Low
7,0,7,7.595486111111111e-06,13780.857142857143,53928,3c469980-fb0ca2f9.jpg,0,Low
10,0,10,1.0850694444444443e-05,3205.9,7636,897e0d55-33c55ba9.jpg,1,High
0,0,0,0.0,0.0,0,92e88159-3a0eeb18.jpg,0,Low
6,0,6,6.510416666666667e-06,26528.33333333333,56840,186ca5af-1cadcd55.jpg,0,Low
9,5,14,1.5190972222222222e-05,11767.0,36000,04745c11-a38dc670.jpg,1,High
4,0,4,4.340277777777778e-06,85466.25,167118,372e9f58-89e3ab7a.jpg,2,Medium
9,1,10,1.0850694444444443e-05,18659.0,59906,3c8b8d73-0fdf037d.jpg,1,High
1,0,1,1.0850694444444444e-06,24402.0,24402,0cc71303-062ef095.jpg,0,Low
6,0,6,6.510416666666667e-06,71481.5,188088,9f410d74-ace3b6df.jpg,2,Medium
10,6,16,1.736111111111111e-05,8523.8125,72996,52ba66d6-4aafde44.jpg,1,High
24,0,24,2.604166666666667e-05,3689.875,30552,98ba3821-b55572e0.jpg,1,High
12,0,12,1.3020833333333334e-05,12479.083333333334,118002,53835c8f-52c3d24a.jpg,1,High
6,0,6,6.510416666666667e-06,13536.166666666666,61306,205d934f-af939109.jpg,0,Low
2,0,2,2.170138888888889e-06,16530.0,29252,4153299d-693dfc94.jpg,0,Low
11,0,11,1.193576388888889e-05,6645.090909090909,27032,520bcf5d-6136b4aa.jpg,1,High
7,0,7,7.595486111111111e-06,10406.57142857143,28855,39964421-abb6de3b.jpg,0,Low
7,0,7,7.595486111111111e-06,14205.57142857143,43920,211918a6-4dbd06ae.jpg,0,Low
8,0,8,8.680555555555556e-06,26880.375,182313,520f7b8f-f660d36b.jpg,1,High
4,0,4,4.340277777777778e-06,98055.25,203058,17f0b257-1c5e1e2a.jpg,2,Medium
2,0,2,2.170138888888889e-06,2109.5,3196,767cb64d-1215ff52.jpg,0,Low
7,0,7,7.595486111111111e-06,28456.0,136884,066cf59c-d989b300.jpg,0,Low
3,0,3,3.255208333333333e-06,32362.666666666668,61074,4a6df249-77ebb40d.jpg,0,Low
3,0,3,3.255208333333333e-06,3885.6666666666665,5795,4c7984c1-895ce4b9.jpg,0,Low
4,0,4,4.340277777777778e-06,4202.75,5368,5f67cdf5-2919010a.jpg,0,Low
7,0,7,7.595486111111111e-06,2790.1428571428573,11178,79f5b2e9-c886cd83.jpg,0,Low
1,0,1,1.0850694444444444e-06,4941.0,4941,81bd37d8-013283bd.jpg,0,Low
11,0,11,1.193576388888889e-05,8530.454545454546,44472,8b6bb672-cce8aed0.jpg,1,High
6,6,12,1.3020833333333334e-05,18785.416666666668,157033,8e998a1a-8a597579.jpg,1,High
4,0,4,4.340277777777778e-06,50614.75,100440,7ebfc0e7-3e9a73c5.jpg,0,Low
1,0,1,1.0850694444444444e-06,6555.0,6555,675084a7-e59f0743.jpg,0,Low
17,0,17,1.844618055555556e-05,10538.058823529413,60909,44f66b9e-cd6e2659.jpg,1,High
4,1,5,5.4253472222222224e-06,5344.0,14964,598b9219-a4a73e4c.jpg,0,Low
3,0,3,3.255208333333333e-06,6968.333333333333,10921,379ef54e-50197c1b.jpg,0,Low
10,0,10,1.0850694444444443e-05,76315.6,212487,20931284-651a2e41.jpg,2,Medium
2,0,2,2.170138888888889e-06,1652.0,2009,2880b229-c4c29bfc.jpg,0,Low
11,0,11,1.193576388888889e-05,6635.909090909091,40788,4d5138ef-6e80d25a.jpg,1,High
7,1,8,8.680555555555556e-06,12774.375,37206,572ce409-f3198265.jpg,0,Low
6,0,6,6.510416666666667e-06,20619.666666666668,55475,a12f3888-45ca0552.jpg,0,Low
8,0,8,8.680555555555556e-06,18685.125,76230,b0a00176-8c9759bf.jpg,0,Low
9,0,9,9.765625e-06,4854.333333333333,18564,774e985e-968d545f.jpg,1,High
10,0,10,1.0850694444444443e-05,4666.9,11868,49ae286b-a8d0db39.jpg,1,High
4,0,4,4.340277777777778e-06,35892.75,123057,338304db-0832ecf8.jpg,0,Low
2,0,2,2.170138888888889e-06,584.0,672,5122cdb4-11c48368.jpg,0,Low
5,0,5,5.4253472222222224e-06,5839.2,12720,40abd79e-92cf2016.jpg,0,Low
1,0,1,1.0850694444444444e-06,434860.0,434860,ae00c7f0-1e36feef.jpg,2,Medium
9,13,22,2.387152777777778e-05,5095.727272727273,65116,7da2ef7c-3e33199d.jpg,1,High
5,0,5,5.4253472222222224e-06,58865.2,148732,32b7db6c-8a189f73.jpg,2,Medium
2,0,2,2.170138888888889e-06,1392.0,1978,334a0cdf-f1a274d9.jpg,0,Low
11,2,13,1.4105902777777775e-05,41428.69230769231,354341,3be85fbd-90f01076.jpg,2,Medium
3,0,3,3.255208333333333e-06,13221.666666666666,18500,374a9f09-6e8b58c5.jpg,0,Low
12,0,12,1.3020833333333334e-05,3577.333333333333,9438,7ca827e8-23e45245.jpg,1,High
16,0,16,1.736111111111111e-05,12453.25,119349,36e47798-84b1db34.jpg,1,High
1,2,3,3.255208333333333e-06,63017.333333333336,158760,4cf34274-224045a8.jpg,2,Medium
3,0,3,3.255208333333333e-06,35335.333333333336,57905,314db341-f445c524.jpg,0,Low
1,0,1,1.0850694444444444e-06,910.0,910,2ec83c97-c0081073.jpg,0,Low
4,1,5,5.4253472222222224e-06,25736.2,44719,04488604-7db829ee.jpg,0,Low
3,0,3,3.255208333333333e-06,10209.666666666666,19873,9027d92e-4a8f7ecf.jpg,0,Low
1,0,1,1.0850694444444444e-06,2997.0,2997,278f9663-acfc2bf1.jpg,0,Low
18,0,18,1.953125e-05,8341.0,40200,7777c140-7f5c574f.jpg,1,High
9,11,20,2.170138888888889e-05,9723.0,88596,4db76be7-286c1972.jpg,1,High
4,0,4,4.340277777777778e-06,8697.5,23532,76e83a1d-dfe55650.jpg,0,Low
2,0,2,2.170138888888889e-06,6237.0,7704,43d65cac-1733c6f2.jpg,0,Low
0,0,0,0.0,0.0,0,5f2f1296-9a5c5e84.jpg,0,Low
7,0,7,7.595486111111111e-06,18857.571428571428,82362,51871623-aa8e6c30.jpg,0,Low
11,1,12,1.3020833333333334e-05,10483.25,42880,21ef1092-d54e240d.jpg,1,High
16,0,16,1.736111111111111e-05,5660.0,30240,64ea3319-96713b84.jpg,1,High
1,0,1,1.0850694444444444e-06,74648.0,74648,1accee17-773dd02f.jpg,0,Low
2,0,2,2.170138888888889e-06,12409.0,19106,677a5114-a50b12b1.jpg,0,Low
13,0,13,1.4105902777777775e-05,26079.76923076923,98845,71dfad78-e67118b2.jpg,1,High
5,1,6,6.510416666666667e-06,9494.166666666666,38528,11135450-bdfa9993.jpg,0,Low
9,0,9,9.765625e-06,18408.666666666668,46624,3952a585-a97738f9.jpg,1,High
6,0,6,6.510416666666667e-06,19413.33333333333,57354,29e54439-2d148355.jpg,0,Low
11,0,11,1.193576388888889e-05,6786.727272727273,21894,79e16bfd-85e0612c.jpg,1,High
2,7,9,9.765625e-06,8897.666666666666,43152,90a4d706-50e4eab2.jpg,1,High
6,7,13,1.4105902777777775e-05,12296.23076923077,57912,144b01ee-a32054c7.jpg,1,High
2,0,2,2.170138888888889e-06,5840.0,6136,6647baa5-5776970b.jpg,0,Low
7,0,7,7.595486111111111e-06,30348.85714285714,92868,0b661d3b-56cec8f5.jpg,0,Low
0,0,0,0.0,0.0,0,01460ec4-41af799a.jpg,0,Low
6,0,6,6.510416666666667e-06,42036.833333333336,199182,4494459a-6ec15ee3.jpg,2,Medium
7,0,7,7.595486111111111e-06,23838.42857142857,62139,1b8202ed-8c2e4e64.jpg,0,Low
19,0,19,2.0616319444444445e-05,17276.473684210527,161787,6e692d74-de71f4ca.jpg,1,High
13,0,13,1.4105902777777775e-05,13690.23076923077,77724,22c3eb6a-05253d86.jpg,1,High
15,0,15,1.6276041666666666e-05,16289.266666666666,89040,6341769e-52c49b18.jpg,1,High
5,0,5,5.4253472222222224e-06,87115.0,163326,441ad6a3-0d4e9391.jpg,2,Medium
9,0,9,9.765625e-06,33105.333333333336,132276,36b8d86f-7a7f070e.jpg,1,High
4,2,6,6.510416666666667e-06,36235.333333333336,169600,1017ef7a-e90255eb.jpg,0,Low
7,0,7,7.595486111111111e-06,26898.0,87768,a3dcf805-12eda789.jpg,0,Low
3,0,3,3.255208333333333e-06,219477.66666666663,470456,74c6737d-5181d36e.jpg,2,Medium
4,0,4,4.340277777777778e-06,7872.75,19625,a8d417c6-2dc972ab.jpg,0,Low
8,0,8,8.680555555555556e-06,11225.125,47236,247941f7-0d669844.jpg,0,Low
17,0,17,1.844618055555556e-05,11992.29411764706,162513,445b69a9-f88c146c.jpg,1,High
6,0,6,6.510416666666667e-06,3216.0,7232,087ea267-5b6cf80c.jpg,0,Low
12,0,12,1.3020833333333334e-05,19485.75,93852,64451ee1-aace66a3.jpg,1,High
12,0,12,1.3020833333333334e-05,10734.0,64078,9b858034-8a876f83.jpg,1,High
6,0,6,6.510416666666667e-06,34558.5,65926,5133384e-53ce1b1b.jpg,0,Low
1,0,1,1.0850694444444444e-06,3300.0,3300,321877a3-b7e53d81.jpg,0,Low
0,0,0,0.0,0.0,0,5d490f0a-27ee6a06.jpg,0,Low
11,0,11,1.193576388888889e-05,23170.727272727272,82333,8c6df755-9a142721.jpg,1,High
3,1,4,4.340277777777778e-06,8391.0,11222,50a9e218-f2b1db33.jpg,0,Low
11,0,11,1.193576388888889e-05,18869.454545454544,75140,4ec7a40c-a56958b8.jpg,1,High
5,0,5,5.4253472222222224e-06,3776.2,7626,3d99598e-d8b60263.jpg,0,Low
10,0,10,1.0850694444444443e-05,9831.2,43811,6b5dcdcf-20689278.jpg,1,High
9,0,9,9.765625e-06,13122.333333333334,30600,7d0afca3-7d6120f6.jpg,1,High
5,3,8,8.680555555555556e-06,14948.875,47100,2d0ab36f-5cd5c0a5.jpg,0,Low
1,0,1,1.0850694444444444e-06,1517.0,1517,69e207eb-bd8d628d.jpg,0,Low
7,0,7,7.595486111111111e-06,3465.714285714286,6525,885cfcf9-a504fcab.jpg,0,Low
4,0,4,4.340277777777778e-06,43317.0,103424,58dedc7e-69bcc678.jpg,0,Low
9,0,9,9.765625e-06,13622.333333333334,49646,06fb50bb-c8b0052e.jpg,1,High
3,0,3,3.255208333333333e-06,5071.666666666667,7380,a4740c5c-c1b598fc.jpg,0,Low
5,0,5,5.4253472222222224e-06,4751.0,14322,a08a1c9b-b27f6531.jpg,0,Low
3,0,3,3.255208333333333e-06,4631.0,10004,2242f6b1-e1c7cc21.jpg,0,Low
6,0,6,6.510416666666667e-06,11094.166666666666,21696,1746ef96-cc2be6e9.jpg,0,Low
3,0,3,3.255208333333333e-06,15190.0,37380,63fa90e1-bd92f195.jpg,0,Low
4,0,4,4.340277777777778e-06,2663.5,5487,58add71f-5cca1eac.jpg,0,Low
2,0,2,2.170138888888889e-06,39561.0,55872,89d9c56a-be4e25a9.jpg,0,Low
7,0,7,7.595486111111111e-06,12707.857142857143,53460,208563ca-bdb38788.jpg,0,Low
2,0,2,2.170138888888889e-06,10623.0,17550,15eb3650-6c2c5963.jpg,0,Low
2,0,2,2.170138888888889e-06,90899.0,168826,7d6eb8b3-b1c6a044.jpg,2,Medium
2,7,9,9.765625e-06,18858.11111111111,137180,89020348-cb8bafa3.jpg,1,High
1,0,1,1.0850694444444444e-06,7560.0,7560,a98e2bc9-c2ad53f8.jpg,0,Low
5,1,6,6.510416666666667e-06,4485.5,16986,8abe5615-7798310d.jpg,0,Low
8,0,8,8.680555555555556e-06,2965.375,8256,ae0cd70d-40288a31.jpg,0,Low
2,0,2,2.170138888888889e-06,2152.5,3500,aeb018a9-b9743bc1.jpg,0,Low
0,0,0,0.0,0.0,0,58aa57c7-982db716.jpg,0,Low
3,0,3,3.255208333333333e-06,43204.0,98864,34c04fdc-0fcf198f.jpg,0,Low
16,0,16,1.736111111111111e-05,3949.0,17024,78165384-8994e0ea.jpg,1,High
4,0,4,4.340277777777778e-06,2922.5,3978,73749d88-20ce7f58.jpg,0,Low
4,0,4,4.340277777777778e-06,2805.25,6384,0d65d38e-ab0b0c29.jpg,0,Low
10,0,10,1.0850694444444443e-05,3374.4,7824,3bc0ec9b-c88b6ebe.jpg,1,High
14,0,14,1.5190972222222222e-05,19187.14285714286,156040,270ed800-2798aa34.jpg,1,High
5,0,5,5.4253472222222224e-06,24032.0,35376,3dc5590e-712c09d8.jpg,0,Low
8,0,8,8.680555555555556e-06,5676.875,23364,3da75143-12d27b9a.jpg,0,Low
8,0,8,8.680555555555556e-06,55409.875,354728,6d06880e-8506fac1.jpg,2,Medium
11,0,11,1.193576388888889e-05,26076.90909090909,120960,62960318-cc4b164c.jpg,1,High
2,1,3,3.255208333333333e-06,20831.0,50778,a9a26279-6f9eaf0f.jpg,0,Low
4,1,5,5.4253472222222224e-06,4545.2,8787,9030ddd0-0195607b.jpg,0,Low
6,0,6,6.510416666666667e-06,9499.5,48000,072c1503-eb85b76d.jpg,0,Low
4,0,4,4.340277777777778e-06,52977.25,77436,a736dbc3-ec608480.jpg,0,Low
3,0,3,3.255208333333333e-06,29121.0,77850,850a0f15-abff078b.jpg,0,Low
4,0,4,4.340277777777778e-06,26192.75,89518,257fea9a-ba94de1c.jpg,0,Low
6,0,6,6.510416666666667e-06,5553.0,12972,2cd1cd35-610f9677.jpg,0,Low
9,3,12,1.3020833333333334e-05,32614.916666666668,170517,ac66b27f-c72222bd.jpg,1,High
9,0,9,9.765625e-06,50762.66666666666,306860,2fc878d7-e6704b4f.jpg,2,Medium
1,0,1,1.0850694444444444e-06,45507.0,45507,94e3f21d-218b866b.jpg,0,Low
4,5,9,9.765625e-06,80636.0,239799,50f67560-2369bf34.jpg,2,Medium
2,0,2,2.170138888888889e-06,4035.0,4836,97731fde-2b6fa7d2.jpg,0,Low
6,0,6,6.510416666666667e-06,42776.0,105222,95166bb7-7ac9007d.jpg,0,Low
3,0,3,3.255208333333333e-06,33107.666666666664,48931,1eb2b3ca-e76a1e3c.jpg,0,Low
13,0,13,1.4105902777777775e-05,11079.153846153846,60435,3eec8bf2-e2bd3f35.jpg,1,High
5,0,5,5.4253472222222224e-06,5915.2,16585,3f3673a0-5d240ee5.jpg,0,Low
15,0,15,1.6276041666666666e-05,36571.46666666667,416514,a10cd84e-7651a22c.jpg,2,Medium
7,0,7,7.595486111111111e-06,38750.142857142855,81664,41d09d4f-79c47f8b.jpg,0,Low
